tool		SPF Sun Jul 27 06:24:35 PM IST 2025	SPF Sun Jul 27 06:24:35 PM IST 2025	SPF Sun Jul 27 06:24:35 PM IST 2025	SPF Sun Jul 27 06:24:35 PM IST 2025
run set		SV-COMP25_assert_java.ReachSafety-Java	SV-COMP25_assert_java.ReachSafety-Java	SV-COMP25_assert_java.ReachSafety-Java	SV-COMP25_assert_java.ReachSafety-Java
../sv-benchmarks/java/		status	cputime (s)	walltime (s)	memory (MB)
jpf-regression/ExSymExe17_false.yml	false	false	1.923006	0.9238664110016543	115.191808
jpf-regression/ExSymExe17_true.yml	true	true	1.9252	0.92819073499777	112.623616
jpf-regression/ExSymExe18_false.yml	false	false	2.04908	0.97307865699986	123.936768
jpf-regression/ExSymExe18_true.yml	true	true	1.91395	0.9249180690021603	112.660480
jpf-regression/ExSymExe19_false.yml	false	false	2.080868	1.0129456510003365	129.769472
jpf-regression/ExSymExe19_true.yml	true	unknown	2.055717	0.9748642300000938	122.941440
jpf-regression/ExSymExe1_false.yml	false	unknown	2.004184	0.9614686610002536	121.634816
jpf-regression/ExSymExe1_true.yml	true	true	1.973952	0.9551813789985317	115.167232
jpf-regression/ExSymExe20_false.yml	false	unknown	2.04406	0.9694098449981539	129.953792
jpf-regression/ExSymExe20_true.yml	true	true	1.926346	0.9331470510005602	111.947776
jpf-regression/ExSymExe21_false.yml	false	unknown	1.975115	0.9553354990021035	121.823232
jpf-regression/ExSymExe21_true.yml	true	true	1.940629	0.9385335850020056	121.425920
jpf-regression/ExSymExe25_false.yml	false	unknown	7.533529	5.973935327001527	366.268416
jpf-regression/ExSymExe25_true.yml	true	true	1.944525	0.9403173530008644	115.052544
jpf-regression/ExSymExe26_false.yml	false	unknown	1.998942	0.9664607029990293	130.670592
jpf-regression/ExSymExe26_true.yml	true	true	1.872916	0.9016087179988972	113.692672
jpf-regression/ExSymExe27_false.yml	false	unknown	7.474627	5.971981358998164	365.789184
jpf-regression/ExSymExe27_true.yml	true	true	1.869268	0.8995374010009982	115.023872
jpf-regression/ExSymExe28_false.yml	false	false	2.022698	0.9605814700007613	130.342912
jpf-regression/ExSymExe28_true.yml	true	true	1.919533	0.9075862099998631	114.950144
jpf-regression/ExSymExe29_false.yml	false	unknown	1.883515	0.9302417489998334	131.682304
jpf-regression/ExSymExe29_true.yml	true	true	1.840382	0.885641274999216	112.357376
jpf-regression/ExSymExe2_false.yml	false	unknown	2.079411	0.9963649009987421	130.584576
jpf-regression/ExSymExe2_true.yml	true	true	1.900875	0.9103327699995134	113.278976
jpf-regression/ExSymExe3_false.yml	false	false	2.083478	1.0203299280001374	129.269760
jpf-regression/ExSymExe3_true.yml	true	true	1.897412	0.9196992430006503	112.717824
jpf-regression/ExSymExe4_false.yml	false	unknown	2.026948	0.9841144999991229	132.227072
jpf-regression/ExSymExe4_true.yml	true	true	1.923001	0.9079986659999122	113.758208
jpf-regression/ExSymExe5_false.yml	false	false	2.01334	0.9741260199989483	129.855488
jpf-regression/ExSymExe5_true.yml	true	true	1.841167	0.8939845120003156	113.614848
jpf-regression/ExSymExe6_false.yml	false	unknown	1.911492	0.9405903890001355	121.581568
jpf-regression/ExSymExe6_true.yml	true	true	1.927269	0.9227992910018656	114.274304
jpf-regression/ExSymExe7_false.yml	false	unknown	2.067471	1.013703794000321	130.080768
jpf-regression/ExSymExe7_true.yml	true	unknown	2.069801	0.9868712140014395	129.949696
jpf-regression/ExSymExe8_false.yml	false	unknown	2.044369	0.9691175070001918	122.212352
jpf-regression/ExSymExe8_true.yml	true	true	1.882001	0.9026179419997789	112.775168
jpf-regression/ExSymExe9_false.yml	false	false	1.940001	0.9202660800001468	121.589760
jpf-regression/ExSymExe9_true.yml	true	true	1.909968	0.9003228089968616	114.720768
jpf-regression/ExSymExeArrays_false.yml	false	false	1.926574	0.9309700699996029	114.106368
jpf-regression/ExSymExeArrays_true.yml	true	true	1.861017	0.9063357230006659	114.388992
jpf-regression/ExSymExeBool_false.yml	false	false	1.905825	0.9306518889970903	114.135040
jpf-regression/ExSymExeBool_true.yml	true	true	1.932598	0.9315139040008944	122.040320
jpf-regression/ExSymExeComplexMath_false.yml	false	false	2.031651	0.9464912219991675	114.999296
jpf-regression/ExSymExeComplexMath_true.yml	true	true	1.985461	0.9524600740005553	114.552832
jpf-regression/ExSymExeD2I_false.yml	false	false	1.934706	0.9182842480004183	115.658752
jpf-regression/ExSymExeD2I_true.yml	true	true	2.067906	1.0020939440000802	129.097728
jpf-regression/ExSymExeD2L_false.yml	false	false	2.04889	0.992980256996816	130.646016
jpf-regression/ExSymExeD2L_true.yml	true	true	2.062041	0.9841145910031628	129.486848
jpf-regression/ExSymExeF2I_false.yml	false	false	1.927331	0.9164142560002801	115.224576
jpf-regression/ExSymExeF2I_true.yml	true	true	2.128555	1.0166317330003949	133.111808
jpf-regression/ExSymExeF2L_false.yml	false	false	2.092535	0.9918056940005044	129.892352
jpf-regression/ExSymExeF2L_true.yml	true	true	2.04788	0.973397448000469	133.799936
jpf-regression/ExSymExeFNEG_false.yml	false	false	1.955536	0.9399190349977289	122.777600
jpf-regression/ExSymExeFNEG_true.yml	true	true	2.008785	0.9652780949982116	123.731968
jpf-regression/ExSymExeGetStatic_false.yml	false	false	1.966373	0.9300060139976267	115.240960
jpf-regression/ExSymExeGetStatic_true.yml	true	true	1.942148	0.9378748739982257	119.775232
jpf-regression/ExSymExeI2D_false.yml	false	unknown	2.027115	0.9778645379992668	129.073152
jpf-regression/ExSymExeI2D_true.yml	true	unknown	2.01799	0.9814689380000345	132.493312
jpf-regression/ExSymExeI2F_false.yml	false	false	1.888937	0.9091547329990135	114.266112
jpf-regression/ExSymExeI2F_true.yml	true	true	2.040837	0.9810920050003915	123.002880
jpf-regression/ExSymExeLCMP_false.yml	false	unknown	1.943394	0.9369129130027432	121.356288
jpf-regression/ExSymExeLCMP_true.yml	true	true	5.272682	3.7278407300000254	447.119360
jpf-regression/ExSymExeLongBytecodes_false.yml	false	unknown	2.081898	0.9917171000015514	122.040320
jpf-regression/ExSymExeLongBytecodes_true.yml	true	true	2.121206	0.9841541659989161	130.088960
jpf-regression/ExSymExeResearch_false.yml	false	false	1.976589	0.9571029469989298	134.848512
jpf-regression/ExSymExeResearch_true.yml	true	true	2.111709	0.993029490000481	130.277376
jpf-regression/ExSymExeSimple_false.yml	false	unknown	9.520442	7.827936468002008	452.489216
jpf-regression/ExSymExeSimple_true.yml	true	true	5.280923	3.8028101049967518	448.872448
jpf-regression/ExSymExeSuzette_false.yml	false	unknown	7.582809	5.966505436001171	450.629632
